Base Year,Year,Indicator,Frequency,Revision,Industry,Subindustry,Institutional Sector,Quarter,Current Price,Constant Price,Unit,Sector Name,Period,Price Difference
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,352201.9633,308215.0304,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,43986.9329
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,71077.64068,64676.71843,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,6400.92225
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,81409.51783,73627.19456,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,7782.32327
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,2076.000621,1819.47229,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,256.528331
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,6734.174842,6142.046011,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,592.128831
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,13906.75461,12468.11084,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,1438.64377
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,3145.25357,2740.231413,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,405.022157
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,70312.39903,65744.9521,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,4567.44693
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,248661.7412,227218.7256,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,21443.0156
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Financial Services,N/A,,N/A,64504.56263,58282.14061,₹ Crore,Financial Services,2014-15-Annual,6222.42202
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1188024.735,1048443.865,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2014-15-Annual,139580.87
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Public Administration and Defence,N/A,,N/A,340293.1572,298961.7327,₹ Crore,Public Administration and Defence,2014-15-Annual,41331.4245
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Other Services,N/A,,N/A,217982.3347,191230.5524,₹ Crore,Other Services,2014-15-Annual,26751.7823
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4040888.484,3575596.925,₹ Crore,Total Gross Capital Formation,2014-15-Annual,465291.559
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,277061.941,226078.5508,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,50983.3902
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,33323.00872,27654.94651,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,5668.06221
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,2844.448925,2464.889296,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,379.559629
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,18634.0228,16464.74214,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,2169.28066
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,331863.4215,272663.1288,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,59200.2927
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Mining and Quarrying,N/A,,N/A,71795.21893,61017.92659,₹ Crore,Mining and Quarrying,2014-15-Annual,10777.29234
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Manufacturing,N/A,,N/A,693477.7134,623915.1314,₹ Crore,Manufacturing,2014-15-Annual,69562.582
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,339044.4898,303064.8823,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2014-15-Annual,35979.6075
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Construction,N/A,,N/A,228722.3825,209917.9768,₹ Crore,Construction,2014-15-Annual,18804.4057
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,350543.8555,306154.6224,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,44389.2331
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,39202.55141,34156.37293,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,5046.17848
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,389746.4069,340310.9954,₹ Crore,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,49435.4115
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,71144.73667,61372.12752,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,9772.60915
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,73229.37732,67294.88946,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,5934.48786
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,2096.00586,1923.151711,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,172.854149
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,6953.12192,6439.795206,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,513.326714
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,14019.95677,12409.47867,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,1610.4781
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,4485.612407,3892.420687,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,593.19172
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,70586.3856,63192.19565,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,7394.18995
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,242515.1966,216524.0589,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,25991.1377
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Financial Services,N/A,,N/A,65877.33588,58331.74055,₹ Crore,Financial Services,2014-15-Annual,7545.59533
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1141421.161,978131.0941,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2014-15-Annual,163290.0669
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Public Administration and Defence,N/A,,N/A,340031.8816,298355.9005,₹ Crore,Public Administration and Defence,2014-15-Annual,41675.9811
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Other Services,N/A,,N/A,218594.1662,190614.4713,₹ Crore,Other Services,2014-15-Annual,27979.6949
2011-12,2014-15,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Total Gross Capital Formation,N/A,,N/A,4063089.375,3552847.307,₹ Crore,Total Gross Capital Formation,2014-15-Annual,510242.068
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,272313,233268,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,39045
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,30873,26781,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,4092
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,2347,2075,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,272
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,17191,15041,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,2150
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,322723,277165,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,45558
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Mining and Quarrying,N/A,,N/A,149863,137199,₹ Crore,Mining and Quarrying,2013-14-Annual,12664
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Manufacturing,N/A,,N/A,639232,593080,₹ Crore,Manufacturing,2013-14-Annual,46152
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,312515,292164,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2013-14-Annual,20351
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Construction,N/A,,N/A,203867,186474,₹ Crore,Construction,2013-14-Annual,17393
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,249778,224845,₹ Crore,"Trade, Repair, Hotels and Restaurants",2013-14-Annual,24933
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,29111,26269,₹ Crore,"Trade, Repair, Hotels and Restaurants",2013-14-Annual,2842
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,278888,251115,₹ Crore,"Trade, Repair, Hotels and Restaurants",2013-14-Annual,27773
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,46119,42264,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,3855
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,65726,60457,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,5269
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,3735,3425,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,310
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,4884,4526,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,358
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,15291,14127,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,1164
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,3443,3098,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,345
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,195816,192925,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,2891
2011-12,2013-14,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,335014,320821,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2013-14-Annual,14193
